season,team,games,total_gds,off_xova,def_xova,st_val,gds_per_game,off_xova_per_game,def_xova_per_game,made_playoffs,playoff_wins,won_super_bowl,reg_wins,reg_games
2018,ARI,16,-156.25171867785042,-98.8990574076059,-57.62653301615874,0.2738717459142208,-9.765732417365651,-6.181191087975368,-3.601658313509921,False,0,False,3,16
2018,ATL,16,1.741341231359801,130.0475535225403,-126.83125048229786,-1.4749618088826537,0.10883382695998756,8.12797209515877,-7.926953155143616,False,0,False,7,16
2018,BAL,16,77.99624212977177,56.462525817363876,21.22525682745819,0.308459484949708,4.874765133110736,3.528907863585242,1.3265785517161368,True,0,False,10,16
2018,BUF,16,-45.4624521091464,-51.98849455621563,6.675708398798051,-0.1496659517288208,-2.84140325682165,-3.2492809097634767,0.4172317749248782,False,0,False,6,16
2018,CAR,16,1.869961386293765,83.81541813530316,-82.39092325064769,0.44546650163829327,0.11687258664336031,5.238463633456448,-5.1494327031654805,False,0,False,7,16
2018,CHI,16,87.5769540044758,50.13506901106989,37.695339115166945,-0.253454121761024,5.473559625279737,3.133441813191868,2.355958694697934,True,0,False,12,16
2018,CIN,16,-83.82807855014791,48.67060535298255,-134.01313932216422,1.5144554190337658,-5.239254909384244,3.0419128345614093,-8.375821207635264,False,0,False,6,16
2018,CLE,16,-7.444995500900069,15.720243601901348,-22.857508036902285,-0.3077310658991337,-0.4653122188062543,0.9825152251188343,-1.4285942523063928,False,0,False,7,16
2018,DAL,16,12.919823365990641,35.53217228721465,-22.354611947759516,-0.257736973464489,0.8074889603744151,2.2207607679509156,-1.3971632467349697,True,1,False,10,16
2018,DEN,16,-13.50929824497878,9.926900466303056,-21.74864565197211,-1.687553059309721,-0.8443311403111737,0.620431279143941,-1.359290353248257,False,0,False,6,16
2018,DET,16,-23.28964383084373,28.269342473281313,-50.7615105675368,-0.7974757365882397,-1.455602739427733,1.766833904580082,-3.17259441047105,False,0,False,6,16
2018,GB,16,2.939353506792461,61.07358996275747,-57.11335829792094,-1.02087815804407,0.1837095941745288,3.8170993726723417,-3.5695848936200587,False,0,False,6,16
2018,HOU,16,25.224208260417143,30.096883830847005,-7.308767626763878,2.4360920563340187,1.5765130162760714,1.8810552394279378,-0.45679797667274236,True,0,False,11,16
2018,IND,16,102.09430779732728,116.59431635538125,-14.525080916602631,0.025072358548641205,6.380894237332955,7.287144772211328,-0.9078175572876644,True,1,False,10,16
2018,JAX,16,-64.46616465944429,-69.45147820212784,6.408893799905609,-1.4235802572220564,-4.029135291215268,-4.34071738763299,0.4005558624941006,False,0,False,5,16
2018,KC,16,80.59531755258675,219.61621975622137,-139.84154168167734,0.8206394780427217,5.037207347036672,13.726013734763836,-8.740096355104834,True,1,False,12,16
2018,LA,16,84.00756506088484,159.43194121744654,-76.55633039903702,1.1319542424753308,5.250472816305303,9.964496326090408,-4.784770649939814,True,2,False,13,16
2018,LAC,16,93.25209327333882,112.14715869298811,-17.69959683371108,-1.1954685859382153,5.828255829583676,7.009197418311757,-1.1062248021069425,True,1,False,12,16
2018,LV,16,-140.8671727519956,-13.318469811205615,-127.22802671089583,-0.3206762298941612,-8.804198296999726,-0.8324043632003509,-7.9517516694309895,False,0,False,4,16
2018,MIA,16,-118.17168394442744,-31.258068641402204,-87.34316254398286,0.42954724095761776,-7.385730246526715,-1.9536292900876377,-5.4589476589989285,False,0,False,7,16
2018,MIN,16,20.96769030587218,1.8285447176220115,17.76441825901092,1.3747273292392492,1.3104806441170112,0.11428404485137572,1.1102761411881825,False,0,False,8,16
2018,NE,16,66.67954942852899,86.0358254955272,-19.275665452728244,-0.08061061426997185,4.167471839283062,5.37723909347045,-1.2047290907955153,True,3,False,11,16
2018,NO,16,122.1750555860386,212.12306929326652,-90.14179016572973,0.1937764585018158,7.635940974127412,13.257691830829158,-5.633861885358108,True,1,False,13,16
2018,NYG,16,-52.9301749987615,53.84409988885653,-105.16938216435572,-1.60489272326231,-3.308135937422594,3.3652562430535333,-6.573086385272233,False,0,False,5,16
2018,NYJ,16,-89.61417601513884,-27.934131537944346,-61.85711550278956,0.17707102559506893,-5.600886000946177,-1.7458832211215216,-3.8660697189243476,False,0,False,4,16
2018,PHI,16,-5.806709865978622,47.806850424318654,-53.14036437425555,-0.47319591604173183,-0.36291936662366386,2.987928151519916,-3.3212727733909717,True,1,False,9,16
2018,PIT,16,65.73669494448063,104.88974178867525,-38.057254727597325,-1.0957921165972948,4.1085434340300395,6.555608861792203,-2.378578420474833,False,0,False,9,16
2018,SEA,16,74.9513160721203,100.09729725542648,-23.575617369294946,-1.5703638140112162,4.684457254507519,6.256081078464155,-1.4734760855809341,True,0,False,10,16
2018,SF,16,-40.879435371394,32.829095332796996,-74.42816904622879,0.719638342037797,-2.554964710712125,2.0518184582998122,-4.651760565389299,False,0,False,4,16
2018,TB,16,-21.5850194763316,95.52004899105138,-117.06894938350905,-0.03611908387392759,-1.349063717270725,5.970003061940711,-7.316809336469316,False,0,False,5,16
2018,TEN,16,23.11435524498511,5.008066313516757,17.14189883987032,0.9643900915980339,1.4446472028115693,0.3130041445947973,1.071368677491895,False,0,False,9,16
2018,WAS,16,-82.86037534969671,-27.75484629737945,-54.915253298469004,-0.19027575384825468,-5.178773459356044,-1.7346778935862157,-3.4322033311543128,False,0,False,7,16
2019,ARI,16,-52.54311336714632,57.95507101818111,-110.26665443097222,-0.23152995435521007,-3.283944585446645,3.6221919386363193,-6.891665901935764,False,0,False,5,16
2019,ATL,16,-33.58564061678483,67.27135223783469,-102.94866198941519,2.0916691347956657,-2.099102538549052,4.204459514864668,-6.434291374338449,False,0,False,7,16
